Adresa,LocSort
G023603224,2105500
G023603225,2105300
G023603226,2105300
G023603227,2105300
G023603228,2105300
G023603229,2105300
G023603230,2105300
G023603231,2105300
G023603232,2105300
G023603233,2105100
G023603234,2105100
G023603235,2105100
G023603236,2105100
G023603237,2105100
G023603238,2105100
G023603239,2105100
G023604200,2106100
G023604201,2105900
G023604202,2105900
G023604203,2105900
G023604204,2105900
G023604205,2105900
G023604206,2105900
G023604207,2105900
G023604208,2105900
G023604209,2105700
G023604210,2105700
G023604211,2105700
G023604212,2105700
G023604213,2105700
G023604214,2105700
G023604215,2105700
G023604216,2105700
G023604217,2105500
G023604218,2105500
G023604219,2105500
G023604220,2105500
G023604221,2105500
G023604222,2105500
G023604223,2105500
G023604224,2105500
G023604225,2105300
G023604226,2105300
G023604227,2105300
G023604228,2105300
G023604229,2105300
G023604230,2105300
G023604231,2105300
G023604232,2105300
G023604233,2105100
G023604234,2105100
G023604235,2105100
G023604236,2105100
G023604237,2105100
G023604238,2105100
G023604239,2105100
G023605200,2106100
G023605201,2105900
G023605202,2105900
G023605203,2105900
G023605204,2105900
G023605205,2105900
G023605206,2105900
G023605207,2105900
G023605208,2105900
G023605209,2105700
G023605210,2105700
G023605211,2105700
G023605212,2105700
G023605213,2105700
G023605214,2105700
G023605215,2105700
G023605216,2105700
G023605217,2105500
G023605218,2105500
G023605219,2105500
G023605220,2105500
G023605221,2105500
G023605222,2105500
G023605223,2105500
G023605224,2105500
G023605225,2105300
G023605226,2105300
G023605227,2105300
G023605228,2105300
G023605229,2105300
G023605230,2105300
G023605231,2105300
G023605232,2105300
G023605233,2105100
G023605234,2105100
G023605235,2105100
G023605236,2105100
G023605237,2105100
G023605238,2105100
G023605239,2105100
G023606200,2106100
G023606201,2105900
G023606202,2105900
G023606203,2105900
G023606204,2105900
G023606205,2105900
G023606206,2105900
G023606207,2105900
G023606208,2105900
G023606209,2105700
G023606210,2105700
G023606211,2105700
G023606212,2105700
G023606213,2105700
G023606214,2105700
G023606215,2105700
G023606216,2105700
G023606217,2105500
G023606218,2105500
G023606219,2105500
G023606220,2105500
G023606221,2105500
G023606222,2105500
G023606223,2105500
G023606224,2105500
G023606225,2105300
G023606226,2105300
G023606227,2105300
G023606228,2105300
G023606229,2105300
G023606230,2105300
G023606231,2105300
G023606232,2105300
G023606233,2105100
G023606234,2105100
G023606235,2105100
G023606236,2105100
G023606237,2105100
G023606238,2105100
G023606239,2105100
G023607200,2106100
G023607201,2105900
G023607202,2105900
G023607203,2105900
G023607204,2105900
G023607205,2105900
G023607206,2105900
G023607207,2105900
G023607208,2105900
G023607209,2105700
G023607210,2105700
G023607211,2105700
G023607212,2105700
G023607213,2105700
G023607214,2105700
G023607215,2105700
G023607216,2105700
G023607217,2105500
G023607218,2105500
G023607219,2105500
G023607220,2105500
G023607221,2105500
G023607222,2105500
G023607223,2105500
G023607224,2105500
G023607225,2105300
G023607226,2105300
G023607227,2105300
G023607228,2105300
G023607229,2105300
G023607230,2105300
G023607231,2105300
G023607232,2105300
G023607233,2105100
G023607234,2105100
G023607235,2105100
G023607236,2105100
G023607237,2105100
G023607238,2105100
G023607239,2105100
G023608200,2106100
G023608201,2105900
G023608202,2105900
G023608203,2105900
G023608204,2105900
G023608205,2105900
G023608206,2105900
G023608207,2105900
G023608208,2105900
G023608209,2105700
G023608210,2105700
G023608211,2105700
G023608212,2105700
G023608213,2105700
G023608214,2105700
G023608215,2105700
G023608216,2105700
G023608217,2105500
G023608218,2105500
G023608219,2105500
G023608220,2105500
G023608221,2105500
G023608222,2105500
G023608223,2105500
G023608224,2105500
G023608225,2105300
G023608226,2105300
G023608227,2105300
G023608228,2105300
G023608229,2105300
G023608230,2105300
G023608231,2105300
G023608232,2105300
G023608233,2105100
G023608234,2105100
G023608235,2105100
G023608236,2105100
G023608237,2105100
G023608238,2105100
G023608239,2105100
G023609200,2106100
G023609201,2105900
G023609202,2105900
G023609203,2105900
G023609204,2105900
G023609205,2105900
G023609206,2105900
G023609207,2105900
G023609208,2105900
G023609209,2105700
G023609210,2105700
G023609211,2105700
G023609212,2105700
G023609213,2105700
G023609214,2105700
G023609215,2105700
G023609216,2105700
G023609217,2105500
G023609218,2105500
G023609219,2105500
G023609220,2105500
G023609221,2105500
G023609222,2105500
G023609223,2105500
G023609224,2105500
G023609225,2105300
G023609226,2105300
G023609227,2105300
G023609228,2105300
G023609229,2105300
G023609230,2105300
G023609231,2105300
G023609232,2105300
G023609233,2105100
G023609234,2105100
G023609235,2105100
G023609236,2105100
G023609237,2105100
G023609238,2105100
G023609239,2105100
G023700200,2103600
G023700201,2103800
G023700202,2103800
G023700203,2103800
G023700204,2103800
G023700205,2103800
G023700206,2103800
G023700207,2103800
G023700208,2103800
G023700209,2104000
G023700210,2104000
G023700211,2104000
G023700212,2104000
G023700213,2104000
G023700214,2104000
G023700215,2104000
G023700216,2104000
G023700217,2104200
G023700218,2104200
G023700219,2104200
G023700220,2104200
G023700221,2104200
G023700222,2104200
G023700223,2104200
G023700224,2104200
G023700225,2104400
G023700226,2104400
G023700227,2104400
G023700228,2104400
G023700229,2104400
G023700230,2104400
G023700231,2104400
G023700232,2104400
G023700233,2104600
G023700234,2104600
G023700235,2104600
G023700236,2104600
G023700237,2104600
G023700238,2104600
G023700239,2104600
G023701200,2103600
G023701201,2103800
G023701202,2103800
G023701203,2103800
G023701204,2103800
G023701205,2103800
G023701206,2103800
G023701207,2103800
G023701208,2103800
G023701209,2104000
G023701210,2104000
G023701211,2104000
G023701212,2104000
G023701213,2104000
G023701214,2104000
G023701215,2104000
G023701216,2104000
G023701217,2104200
G023701218,2104200
G023701219,2104200
G023701220,2104200
G023701221,2104200
G023701222,2104200
G023701223,2104200
G023701224,2104200
G023701225,2104400
G023701226,2104400
G023701227,2104400
G023701228,2104400
G023701229,2104400
G023701230,2104400
G023701231,2104400
G023701232,2104400
G023701233,2104600
G023701234,2104600
G023701235,2104600
G023701236,2104600
G023701237,2104600
G023701238,2104600
G023701239,2104600
G023702200,2103600
G023702201,2103800
G023702202,2103800
G023702203,2103800
G023702204,2103800
G023702205,2103800
G023702206,2103800
G023702207,2103800
G023702208,2103800
G023702209,2104000
G023702210,2104000
G023702211,2104000
G023702212,2104000
G023702213,2104000
G023702214,2104000
G023702215,2104000
G023702216,2104000
G023702217,2104200
G023702218,2104200
G023702219,2104200
G023702220,2104200
G023702221,2104200
G023702222,2104200
G023702223,2104200
G023702224,2104200
G023702225,2104400
G023702226,2104400
G023702227,2104400
G023702228,2104400
G023702229,2104400
G023702230,2104400
G023702231,2104400
G023702232,2104400
G023702233,2104600
G023702234,2104600
G023702235,2104600
G023702236,2104600
G023702237,2104600
G023702238,2104600
G023702239,2104600
G023703200,2103600
G023703201,2103800
G023703202,2103800
G023703203,2103800
G023703204,2103800
G023703205,2103800
G023703206,2103800
G023703207,2103800
G023703208,2103800
G023703209,2104000
G023703210,2104000
G023703211,2104000
G023703212,2104000
G023703213,2104000
G023703214,2104000
G023703215,2104000
G023703216,2104000
G023703217,2104200
G023703218,2104200
G023703219,2104200
G023703220,2104200
G023703221,2104200
G023703222,2104200
G023703223,2104200
G023703224,2104200
G023703225,2104400
G023703226,2104400
G023703227,2104400
G023703228,2104400
G023703229,2104400
G023703230,2104400
G023703231,2104400
G023703232,2104400
G023703233,2104600
G023703234,2104600
G023703235,2104600
G023703236,2104600
G023703237,2104600
G023703238,2104600
G023703239,2104600
G023704200,2103600
G023704201,2103800
G023704202,2103800
G023704203,2103800
G023704204,2103800
G023704205,2103800
G023704206,2103800
G023704207,2103800
G023704208,2103800
G023704209,2104000
G023704210,2104000
G023704211,2104000
G023704212,2104000
G023704213,2104000
G023704214,2104000
G023704215,2104000
G023704216,2104000
G023704217,2104200
G023704218,2104200
G023704219,2104200
G023704220,2104200
G023704221,2104200
G023704222,2104200
G023704223,2104200
G023704224,2104200
G023704225,2104400
G023704226,2104400
G023704227,2104400
G023704228,2104400
G023704229,2104400
G023704230,2104400
G023704231,2104400
G023704232,2104400
G023704233,2104600
G023704234,2104600
G023704235,2104600
G023704236,2104600
G023704237,2104600
G023704238,2104600
G023704239,2104600
G023705200,2103600
G023705201,2103800
G023705202,2103800
G023705203,2103800
G023705204,2103800
G023705205,2103800
G023705206,2103800
GP00500002,1500200
GP00500003,1500400
GP00500004,1500600
GP00500005,1500800
GP00500006,1501000
GP00500009,1501600
GP00500010,1501800
GP00500011,1502000
GP00500012,1502200
GP00500013,1502400
GP00500014,1502600
GP00500015,1502800
GP00500016,1503000
GP00500017,1503200
GP00500018,1503400
GP00500019,1503600
GP00500020,1503800
GP00500021,1504000
GP00500022,1504200
GP00500023,1504400
GP00500024,1504600
GP00500025,1504800
GP00500026,1505000
GP00500027,1505200
GP00500028,1505400
GP00500029,1505600
GP00501001,1500000
GP00501002,1500200
GP00501003,1500400
GP00501004,1500600
GP00501005,1500800
GP00501006,1501000
GP00501009,1501600
GP00501010,1501800
GP00501011,1502000
GP00501012,1502200
GP00501013,1502400
GP00501014,1502600
GP00501015,1502800
GP00501016,1503000
GP00501017,1503200
GP00501018,1503400
GP00501019,1503600
GP00501020,1503800
GP00501021,1504000
GP00501022,1504200
GP00501023,1504400
GP00501024,1504600
GP00501025,1504800
GP00501026,1505000
GP00501027,1505200
GP00501028,1505400
GP00501029,1505600
GP10400001,3000200
GP10400002,3000400
GP10400003,3000600
GP10400004,3000800
GP10400005,3001000
GP10400006,3001200
GP10400007,3001400
GP10400008,3001600
GP10400009,3001800
GP10400010,3002000
GP10400011,3002200
GP10400012,3002400
GP10400013,3002600
GP10400014,3002800
GP10400015,3003000
GP10400016,3003200
GP10400017,3003400
GP10400018,3003600
GP10400019,3003800
GP10400020,3004000
GP10400021,3004200
GP10400022,3004400
GP10400023,3004600
GP10400024,3004800
GP10400025,3005000
GP10400026,3005200
GP10500001,3000100
GP10500002,3000300
GP10500003,3000650
GP10500004,3001100
GP10500005,3001350
GP10500006,3001900
GP10500007,3002100
GP10500008,3002700
GP10500009,3003100
GP10500010,3003300
GP10500011,3003500
GP10500012,3003900
GP10500013,3004100
GP10500014,3004500
GP10500015,3004700
GP10500016,3005100
GP10500017,3005300
GP20400025,3005301
GP20400026,3005302
GP20500001,3005303
GP20500002,3005304
GP20500003,3005305
GP20500004,3005306
GP20500005,3005307
GP20500006,3005308
GP20500007,3005309
GP20500008,3005310
GP20500009,3005311
GP20500010,3005312
GP20500011,3005313
GP20500012,3005314
GP20500013,3005315
GP20500014,3005316
GP20500015,3005317
GP20500016,3005318
GP20500017,3005319
GP20500018,3005320
GP20500019,3005321
GP20500020,3005322
GP20500021,3005323
GP20500022,3005324
GP20500023,3005325
GP20500024,3005326
GP20500025,3005327
GP20500026,3005328
GP00500030,1505800
GP00501030,1505800
GP00502030,1505800
GP00503030,1505800
G020309120,2201400
G020309121,2201200
G020309122,2201200
G020309123,2201200
G020309124,2201200
G020309125,2201200
G020309126,2201200
G020309127,2201200
G020309128,2201200
G020309129,2201000
G020309130,2201000
G020309131,2201000
G020309132,2201000
G020309133,2201000
G020309134,2201000
G020309135,2201000
G020309136,2201000
G020309137,2200800
G020309138,2200800
G020309139,2200800
G020309140,2200800
G020309141,2200800
G020309142,2200800
G020309143,2200800
G020309144,2200800
G020309145,2200600
G020309146,2200600
G020309147,2200600
G020309148,2200600
G020309149,2200600
G020309150,2200600
G020309151,2200600
G020309152,2200600
G020309153,2200400
G020309154,2200400
G020309155,2200400
G020309156,2200400
G020309157,2200400
G020309158,2200400
G020309159,2200400
G020309160,2200400
G020309161,2200200
G020309162,2200200
G020309163,2200200
G020309164,2200200
G020309165,2200200
G020309166,2200200
G020309167,2200200
G020309168,2200200
G020309169,2200000
G020309170,2200000
G020309171,2200000
G020309172,2200000
G020309173,2200000
G020309174,2200000
G020309175,2200000
G020309176,2200000
G020309177,2199800
G020309178,2199800
G020309179,2199800
G020309180,2199800
G020309181,2199800
G020309182,2199800
G020309183,2199800
G020309184,2199800
G020309185,2199600
G020309186,2199600
G020309187,2199600
G020309188,2199600
G020309189,2199600
G020309190,2199600
G020309191,2199600
G020309192,2199600
G020309193,2199400
G020309194,2199400
G020309195,2199400
G020309196,2199400
G020309197,2199400
G020309198,2199400
G020309199,2199400
G000100200,4102100
G000100201,4102090
G000100202,4102080
G000100203,4102070
G000100204,4102060
G000100205,4102050
G000100206,4102040
G000100207,4102030
G000100208,4102020
G000100209,4102010
G000100210,4102000
G000100211,4101990
G000100212,4101980
G000100213,4101970
G000100214,4101960
G000100215,4101950
G000100216,4101940
G000100217,4101930
G000100218,4101920
G000100219,4101910
G000100220,4101900
G000100221,4101890
G000100222,4101880
G000100223,4101870
G000100224,4101860
G000100225,4101850
G000100226,4101840
G000100227,4101830
G000100228,4101820
G000100229,4101810
G000100230,4101800
G000100231,4101790
G000100232,4101780
G000100233,4101770
G000100234,4101760
G000100235,4101750
G000100236,4101740
G000100237,4101730
G000100238,4101720
G000100239,4101710
G000101200,4102100
G000101201,4102090
G000101202,4102080
G000101203,4102070
G000101204,4102060
G000101205,4102050
G000101206,4102040
G000101207,4102030
G000101208,4102020
G000101209,4102010
G000101210,4102000
G000101211,4101990
G000101212,4101980
G000101213,4101970
G000101214,4101960
G000101215,4101950
G000101216,4101940
G000101217,4101930
G000101218,4101920
G000101219,4101910
G000101220,4101900
G000101221,4101890
G000101222,4101880
G000101223,4101870
G000101224,4101860
G000101225,4101850
G000101226,4101840
G000101227,4101830
G000101228,4101820
G000101229,4101810
G000101230,4101800
G000101231,4101790
G000101232,4101780
G000101233,4101770
G000101234,4101760
G000101235,4101750
G000101236,4101740
G000101237,4101730
G000101238,4101720
G000101239,4101710
G000102200,4102100
G000102201,4102090
G000102202,4102080
G000102203,4102070
G000102204,4102060
G000102205,4102050
G000102206,4102040
G000102207,4102030
G000102208,4102020
G000102209,4102010
G000102210,4102000
G000102211,4101990
G000102212,4101980
G000102213,4101970
G000102214,4101960
G000102215,4101950
G000102216,4101940
G000102217,4101930
G000102218,4101920
G000102219,4101910
G000102220,4101900
G000102221,4101890
G000102222,4101880
G000102223,4101870
G000102224,4101860
G000102225,4101850
G000102226,4101840
G000102227,4101830
G000102228,4101820
G000102229,4101810
G000102230,4101800
G000102231,4101790
G000102232,4101780
G000102233,4101770
G000102234,4101760
G000102235,4101750
G000102236,4101740
G000102237,4101730
G000102238,4101720
G000102239,4101710
G000103200,4102100
G000103201,4102090
G000103202,4102080
G000103203,4102070
G000103204,4102060
G000103205,4102050
G000103206,4102040
G000103207,4102030
G000103208,4102020
G000103209,4102010
G000103210,4102000
G000103211,4101990
G000103212,4101980
G000103213,4101970
G000103214,4101960
G000103215,4101950
G000103216,4101940
G000103217,4101930
G000103218,4101920
G000103219,4101910
G000103220,4101900
G000103221,4101890
G000103222,4101880
G000103223,4101870
G000103224,4101860
G000103225,4101850
G000103226,4101840
G000103227,4101830
G000103228,4101820
G000103229,4101810
G000103230,4101800
G000103231,4101790
G000103232,4101780
G000103233,4101770
G000103234,4101760
G000103235,4101750
G000103236,4101740
G000103237,4101730
G000103238,4101720
G000103239,4101710
G000104200,4102100
G000104201,4102090
G000104202,4102080
G000104203,4102070
G000104204,4102060
G000104205,4102050
G000104206,4102040
G000104207,4102030
G000104208,4102020
G000104209,4102010
G000104210,4102000
G000104211,4101990
G000104212,4101980
G000104213,4101970
G000104214,4101960
G000104215,4101950
G000104216,4101940
