dávka,produkt,počet,uložení,vozík,adresa,vlna,
17968713,2050602338,2,Paleta,1216031,VDDDD05264,1473564,12195
17968713,34313241,1,Paleta,1216031,VDDDD04268,1473564,12195
17968713,34313282,15,Paleta,1216031,VCCCC03027,1473564,12195
17968713,34313283,10,Paleta,1216031,VDDDD04251,1473564,12195
17968713,34313331,1,Paleta,1216031,VDDDD09260,1473564,12195
17968753,343233168,1,Paleta,1216012,VDDDD11264,1473564,13089
17968694,185-X1502ZA-EJ376W,1,Policový regál,1216030,VBBBB03064,1473564,26830
17968708,34313282,2,Paleta,1216031,VCCCC03027,1473564,43579
17968800,2050602338,4,Paleta,1216013,VDDDD05264,1473564,2394
17968800,311531151,1,Policový regál,1216013,VBBBB01071,1473564,2394
17968800,34313241,1,Paleta,1216013,VDDDD04268,1473564,2394
17968800,44301377,5,Paleta,1216013,VDDDD04261,1473564,2394
17968800,95SG1041,1,Paleta,1216013,VDDDD09259,1473564,2394
17968716,205011010,2,Paleta,1216031,VDDDD08256,1473564,4281
17968716,205011021,2,Paleta,1216031,VDDDD04270,1473564,4281
17968766,311531151,1,Policový regál,1216012,VBBBB01071,1473564,6563
17968761,205011022,1,Paleta,1215997,VDDDD09255,1473564,22118
17968761,20501102311,1,Paleta,1215997,VDDDD09252,1473564,22118
17968748,34323497,1,Paleta,1216034,VDDDD11270,1473564,47394
17968551,205011023,1,Paleta,1216020,VDDDD05266,1473564,5158
17968551,2050110250,1,Paleta,1216020,VDDDD09240,1473564,5158
17968551,2050110251,1,Paleta,1216020,VDDDD06270,1473564,5158
17968551,2050600818,2,Paleta,1216020,VDDDD08267,1473564,5158
17968551,205517510,1,Paleta,1216020,VDDDD08258,1473564,5158
17968551,351203490,1,Paleta,1216020,VDDDD10260,1473564,5158
17968839,2050600818,1,Paleta,1216040,VDDDD08267,1473564,40776
17968836,23100000285,1,Policový regál,1216014,VBBBB03073,1473564,25843
17968778,351203070,1,Policový regál,1215990,G002803028,1473564,8121
17968778,809-QQ2-01393,2,Paleta,1215990,VDDDD06153,1473564,8121
17968778,1330303-MJM93SK,1,Policový regál,1215990,G000500016,1473564,8121
17968778,133103110-MHDC3SK,2,Paleta,1215990,VDDDD07155,1473564,8121
17968778,13556-MX2E2SK,1,Paleta,1215990,VEEEE02003,1473564,8121
17968778,1355611-MQEC3SK,1,Paleta,1215990,VDDDD06141,1473564,8121
17968778,20100216773,11,Policový regál,1215990,G002900004,1473564,8121
17968778,2168223724,1,Paleta,1215990,VCCCC01020,1473564,8121
17968778,220105066322A,2,Paleta,1215990,VEEEE02024,1473564,8121
17968778,29493238,3,Komůrkový regál,1215990,G000108058,1473564,8121
17968778,29602344,6,Policový regál,1215990,G000801015,1473564,8121
17968778,95HWS1501,6,Paleta,1215990,VCCCC00027,1473564,8121
17968778,95POCO226,3,Paleta,1215990,VDDDD08129,1473564,8121
17968778,95SGHS32,1,Policový regál,1215990,G002402014,1473564,8121
17968778,95SGN10230,30,Paleta,1215990,VAAAA00022,1473564,8121
17968778,95SGP1112,1,Policový regál,1215990,G002303008,1473564,8121
17968778,95SGP1115,8,Policový regál,1215990,G002401006,1473564,8121
17968778,95SGP58449,1,Komůrkový regál,1215990,G000207245,1473564,8121
17968778,95SGP58497,1,Komůrkový regál,1215990,G000305144,1473564,8121
17968778,95SGP58503,1,Policový regál,1215990,G001101010,1473564,8121
17968778,95SGP58508,1,Policový regál,1215990,G001402029,1473564,8121
17968778,95SGP58563,1,Policový regál,1215990,G000602021,1473564,8121
17968778,95SGP58590,1,Policový regál,1215990,G000404012,1473564,8121
17968778,1319982-MD565SK,2,Paleta,1215990,VDDDD09265,1473564,8121
17968778,1319982-MQ4H2SK,2,Policový regál,1215990,G002502027,1473564,8121
17968778,1319987-MHJE3SK,17,Paleta,1215990,VAAAA00023,1473564,8121
17968778,1319987-MHKF3SK,1,Policový regál,1215990,G002403023,1473564,8121
17968778,1319987-MHKG3SK,3,Paleta,1215990,VEEEE02016,1473564,8121
17968778,1319987-MHL53SK,1,Policový regál,1215990,VBBBB01012,1473564,8121
17968778,1319987-MHL63SK,1,Policový regál,1215990,G002303013,1473564,8121
17968778,1319987-MJYR3SK,1,Policový regál,1215990,G002004003,1473564,8121
17968778,1319987-MM0M3SK,3,Policový regál,1215990,G000801025,1473564,8121
17968778,1319987-MM2C3SK,1,Paleta,1215990,VEEEE03021,1473564,8121
17968778,1319987-MN6G3SK,1,Policový regál,1215990,G001003008,1473564,8121
17968778,1319987-MWVX2SK,1,Policový regál,1215990,G002303021,1473564,8121
17968778,13199871-MPPX3SK,1,Policový regál,1215990,G000701004,1473564,8121
17968778,13199871-MPPY3SK,1,Policový regál,1215990,G002103001,1473564,8121
17968778,13199871-MPTJ3SK,1,Paleta,1215990,VEEEE02002,1473564,8121
17968778,13199871-MPTT3SK,1,Policový regál,1215990,G002000021,1473564,8121
17968778,95SGP58596,1,Policový regál,1215990,VBBBB03018,1473564,8121
17968778,95XIA3321,2,Paleta,1215990,VDDDD08295,1473564,8121
17968778,95XIA492,3,Paleta,1215990,VDDDD06131,1473564,8121
17968778,95XIA51,4,Paleta,1215990,VDDDD07151,1473564,8121
17968778,98967630352,2,Policový regál,1215990,G002603009,1473564,8121
17968778,98967630359,2,Policový regál,1215990,G001002009,1473564,8121
17968778,13199871-MPU63SK,1,Paleta,1215990,VCCCC01017,1473564,8121
17968778,13199871-MPU73SK,1,Paleta,1215990,VEEEE01016,1473564,8121
17968778,13300424-MPQ93,2,Paleta,1215990,VDDDD09151,1473564,8121
17968778,EPR330001,6,Policový regál,1215990,VBBBB02045,1473564,8121
17968786,1319985-MN893SK,10,Paleta,1215991,VCCCC02003,1473564,6458
17968786,1319987-MM2X3SK,2,Paleta,1215991,VCCCC01008,1473564,6458
17968786,1319987-MX542SK,20,Paleta,1215991,VEEEE01010,1473564,6458
17968786,13199871-MPPH3SK,3,Policový regál,1215991,G002300015,1473564,6458
17968786,13199871-MPU63SK,3,Paleta,1215991,VCCCC01017,1473564,6458
17968786,1357021-MNJT3SK,3,Paleta,1215991,VEEEE01032,1473564,6458
17968786,95HWW172,6,Paleta,1215991,VCCCC03015,1473564,6458
17968786,95HWW308,7,Paleta,1215991,VEEEE01031,1473564,6458
17968786,9896763539,8,Policový regál,1215991,G002603015,1473564,6458
17968786,9896763541,4,Policový regál,1215991,G002502014,1473564,6458
17968793,95SGH922,5,Paleta,1215998,VCCCC03029,1473564,30857
17968793,95SGHS30,5,Policový regál,1215998,G002302006,1473564,30857
17968793,95SGO37,10,Policový regál,1215998,G000702009,1473564,30857
17968793,95SGP58462,3,Komůrkový regál,1215998,G003610045,1473564,30857
17968301,31701912,1,Policový regál,,G000803001,1473564,45108
17968301,31700857,1,Paleta,,VDDDD11237,1473564,45108
17968301,4833200324,5,Paleta,,VCCCC00020,1473564,45108
17968383,20420098483,1,Policový regál,1215980,VBBBB04062,1473564,30089
17968383,1129953714251,1,Paleta,1215980,VCCCC00024,1473564,30089
17968308,35453504,1,Paleta,1215992,VCCCC02036,1473564,30621
17968308,35453506,1,Paleta,1215992,VCCCC02033,1473564,30621
17968308,35453507,1,Policový regál,1215992,G000703024,1473564,30621
17968308,35453505,1,Paleta,1215992,VEEEE01033,1473564,30621
17968309,34313377,2,Paleta,1215982,VEEEE01008,1473564,10632
17968309,34313378,4,Paleta,1215982,VCCCC03018,1473564,10632
17968309,34323497,1,Paleta,1215982,VAAAA00028,1473564,10632
17968309,187401790VM4680I92,1,Policový regál,1215982,G000801019,1473564,10632
17968309,29610043,1,Policový regál,1215982,G000702030,1473564,10632
17968309,LNN82AT00MBCK,1,Policový regál,1215982,VBBBB02060,1473564,10632
17968309,LNZZG38C02959S,1,Policový regál,1215982,VBBBB03056,1473564,10632
17968309,34323448,1,Paleta,1215982,VCCCC02037,1473564,10632
17968312,34323376,1,Policový regál,,VBBBB04063,1473564,14170
17968312,D-D-580-AJRI,3,Paleta,,VCCCC00028,1473564,14170
17968312,2100808864,25,Paleta,,VEEEE00020,1473564,14170
17968301,2290105906,5,Policový regál,,G001002025,1473564,45108
17968301,204A0000042,1,Paleta,,VDDDD05289,1473564,45108
17968317,95XIA3356,1,Paleta,1215992,VDDDD07292,1473564,16236
17968317,95XIA3350,1,Paleta,1215992,VDDDD06279,1473564,16236
17968317,95XIA3360,1,Paleta,1215992,VDDDD08289,1473564,16236
17968317,95880802020,4,Komůrkový regál,1215992,G000306043,1473564,16236
17968317,2100806202,2,Policový regál,1215992,G000803021,1473564,16236
17968317,21008081105,1,Policový regál,1215992,G001902022,1473564,16236
17968317,296030810,8,Policový regál,1215992,G002400003,1473564,16236
17968317,296010320955,2,Policový regál,1215992,G002601014,1473564,16236
17968317,2290105868,2,Policový regál,1215992,G003301024,1473564,16236
17968317,95ALPF9709,1,Komůrkový regál,1215992,G003606208,1473564,16236
17968317,2960357,5,Paleta,1215992,VEEEE03022,1473564,16236
17968338,95XIW9410,1,Policový regál,1215982,G002404002,1473564,3769
17968338,34313385,1,Policový regál,1215982,G001603005,1473564,3769
17968338,219986100002,1,Komůrkový regál,1215982,G000201223,1473564,3769
17968338,205517515,1,Paleta,1215982,VDDDD07297,1473564,3769
17968338,205517506,1,Paleta,1215982,VDDDD07287,1473564,3769
17968338,EC13T26704010,1,Policový regál,1215982,G001301014,1473564,3769
17968338,2191060880,1,Policový regál,1215982,G001203025,1473564,3769
17968338,D-D-570-ABHI,1,Policový regál,1215982,G000902029,1473564,3769
17968338,207259846,2,Paleta,1215982,VAAAA00046,1473564,3769
17968338,34313351,2,Policový regál,1215982,G003003004,1473564,3769
17968338,34313358,1,Paleta,1215982,VEEEE01006,1473564,3769
17968338,2017576683,2,Paleta,1215982,VDDDD08220,1473564,3769
17968338,343233168,1,Policový regál,1215982,VBBBB03055,1473564,3769
17968338,EPCB10109,1,Paleta,1215982,VEEEE01037,1473564,3769
17968333,13300424-MPQ93,1,Paleta,1215983,VDDDD09233,1473564,3769
17968333,201713000850,1,Paleta,1215983,VDDDD09227,1473564,3769
17968333,205517529,1,Paleta,1215983,VDDDD05299,1473564,3769
17968333,2191060270,1,Policový regál,1215983,G003300012,1473564,3769
17968333,2171002414,1,Policový regál,1215983,G002901007,1473564,3769
17968333,29602242,1,Policový regál,1215983,G003403009,1473564,3769
17968333,34313296,1,Policový regál,1215983,VBBBB01010,1473564,3769
17968333,95SG108271,1,Paleta,1215983,VDDDD08299,1473564,3769
17968333,95895766,1,Komůrkový regál,1215983,G000308146,1473564,3769
17968333,1330303-MQDR3SK,1,Policový regál,1215983,G001401006,1473564,3769
17968333,29601031927,5,Policový regál,1215983,G000701014,1473564,3769
17968338,29493281,3,Policový regál,1215982,G002504023,1473564,3769
17968338,205517515,1,Paleta,1215982,VDDDD07297,1473564,3769
17968338,517222024,2,Paleta,1215982,VEEEE00010,1473564,3769
17968338,5172250817,1,Paleta,1215982,VEEEE00002,1473564,3769
17968338,34323445,1,Paleta,1215982,VCCCC02015,1473564,3769
17968338,34313355,1,Paleta,1215982,VCCCC02011,1473564,3769
17968338,34313362,1,Policový regál,1215982,G003302021,1473564,3769
17968338,51721318925,1,Paleta,1215982,VAAAA00013,1473564,3769
17968338,34313360,1,Policový regál,1215982,G003403020,1473564,3769
17968338,34313361,1,Policový regál,1215982,G000802006,1473564,3769
17968338,34323453,2,Paleta,1215982,VEEEE03020,1473564,3769
17968338,34323446,1,Policový regál,1215982,VBBBB04057,1473564,3769
17968338,34323448,1,Paleta,1215982,VCCCC02037,1473564,3769
17968317,958958703010,3,Komůrkový regál,1215992,G000103035,1473564,16236
17968317,95895870517,1,Komůrkový regál,1215992,G000208173,1473564,16236
17968317,958958703038,5,Komůrkový regál,1215992,G000202049,1473564,16236
17968343,205517514,5,Paleta,,VDDDD05297,1473564,7140
17968343,1129953341,1,Paleta,,VDDDD06300,1473564,7140
17968343,205A00000165,50,Paleta,,VDDDD07239,1473564,7140
17968343,205A0000017920,10,Paleta,,VDDDD05233,1473564,7140
17968343,20500220091,1,Paleta,,VDDDD09246,1473564,7140
17968343,2050024100,1,Paleta,,VDDDD08248,1473564,7140
17968343,205011015,50,Paleta,,VDDDD09245,1473564,7140
17968343,34323297,1,Policový regál,,VBBBB02056,1473564,7140
17968343,34323296,1,Paleta,,VCCCC04037,1473564,7140
17968343,2050024098,2,Paleta,,VDDDD06283,1473564,7140
17968343,2050022492,1,Paleta,,VDDDD07282,1473564,7140
17968343,209048233,2,Komůrkový regál,,G000209231,1473564,7140
17968343,29493298,2,Komůrkový regál,,G000110117,1473564,7140
17968343,21006044,2,Paleta,,VAAAA00015,1473564,7140
17968343,34313282,1,Paleta,,VAAAA00048,1473564,7140
17968343,34323295,2,Policový regál,,VBBBB01044,1473564,7140
17968343,34323298,1,Paleta,,VDDDD11225,1473564,7140
17968343,5170006930,6,Paleta,,VCCCC00021,1473564,7140
17968317,95895870554,1,Komůrkový regál,1215992,G000107166,1473564,16236
17968317,95895870553,1,Komůrkový regál,1215992,G000208116,1473564,16236
17968317,95895870552,2,Komůrkový regál,1215992,G000305177,1473564,16236
17968317,95895870505,1,Komůrkový regál,1215992,G000210041,1473564,16236
17968317,958958703059,2,Komůrkový regál,1215992,G000002042,1473564,16236
17968317,95895870531,2,Komůrkový regál,1215992,G000110119,1473564,16236
17968354,51722301,10,Policový regál,1215993,G002902003,1473564,27773
17968354,51722205,1,Policový regál,1215993,G002700023,1473564,27773
17968354,517223128,5,Policový regál,1215993,G001903023,1473564,27773
17968354,517223127,5,Policový regál,1215993,G001502009,1473564,27773
17968354,51722211,3,Policový regál,1215993,G001100023,1473564,27773
17968354,51722215,1,Policový regál,1215993,G001000006,1473564,27773
17968354,51722213,2,Paleta,1215993,VEEEE03032,1473564,27773
17968380,35453506,1,Paleta,1216000,VEEEE01036,1473564,28010
17968380,35453505,1,Paleta,1216000,VEEEE01033,1473564,28010
17968317,EPR02116,5,Paleta,1215992,VCCCC00012,1473564,16236
17968317,95895251186,2,Policový regál,1215992,G000601014,1473564,16236
17968317,95SGP1160,1,Policový regál,1215992,G000601011,1473564,16236
17968317,95SGP1166,1,Policový regál,1215992,G000503007,1473564,16236
17968317,95895870537,2,Komůrkový regál,1215992,G000206040,1473564,16236
17968317,296010319704,4,Policový regál,1215992,G002403010,1473564,16236
17968317,296010319701,3,Policový regál,1215992,G002400029,1473564,16236
17968317,9589701374,1,Komůrkový regál,1215992,G000306134,1473564,16236
17968317,958958703060,2,Komůrkový regál,1215992,G000206113,1473564,16236
17968317,95895870541,1,Komůrkový regál,1215992,G000108158,1473564,16236
17968317,958958703062,2,Komůrkový regál,1215992,G000002051,1473564,16236
17968317,958958703059,2,Komůrkový regál,1215992,G000002042,1473564,16236
17968317,2100808810,4,Komůrkový regál,1215992,G000001023,1473564,16236
17968317,95XIA3290,1,Paleta,1215992,VDDDD06229,1473564,16236
17968317,EPP731206907,2,Paleta,1215992,VDDDD08223,1473564,16236
17968353,35453521,1,Policový regál,1215984,G002600006,1473564,48800
17968353,95SGP1129,1,Policový regál,1215984,VBBBB01028,1473564,48800
17968353,35453562,2,Policový regál,1215984,G000902021,1473564,48800
17968353,35453564,2,Policový regál,1215984,G001203001,1473564,48800
17968353,35453563,2,Policový regál,1215984,G001102024,1473564,48800
17968353,35453522,1,Policový regál,1215984,G001102006,1473564,48800
17968353,35453425,1,Paleta,1215984,VCCCC03022,1473564,48800
17968355,V709068,1,Komůrkový regál,1215993,G000106112,1473564,49554
17968355,29601032123,1,Komůrkový regál,1215993,G000102195,1473564,49554
17968355,2960322,1,Komůrkový regál,1215993,G000305071,1473564,49554
17968355,958914564,1,Komůrkový regál,1215993,G000305061,1473564,49554
17968355,2960320,1,Komůrkový regál,1215993,G000103043,1473564,49554
17968355,2090536574,2,Komůrkový regál,1215993,G000101227,1473564,49554
17968355,958BO841,1,Komůrkový regál,1215993,G000310227,1473564,49554
17968355,29601032094,1,Komůrkový regál,1215993,G000110110,1473564,49554
17968355,219986100030,1,Komůrkový regál,1215993,G000001237,1473564,49554
17968355,201063283,1,Policový regál,1215993,G000504023,1473564,49554
17968355,54351106,1,Policový regál,1215993,G000700007,1473564,49554
17968355,95XIW931,1,Policový regál,1215993,G000801024,1473564,49554
17968355,296030871,1,Policový regál,1215993,G001003026,1473564,49554
17968355,209053153348,1,Policový regál,1215993,G001101023,1473564,49554
17968355,9589701386,1,Policový regál,1215993,G001203023,1473564,49554
17968355,2191060627,1,Policový regál,1215993,G001203029,1473564,49554
17968355,51722310,4,Policový regál,1215993,G001302025,1473564,49554
17968355,95SGB956,1,Policový regál,1215993,G001500016,1473564,49554
17968355,517000022,1,Policový regál,1215993,G001600018,1473564,49554
17968355,51723145,1,Policový regál,1215993,G001801005,1473564,49554
17968355,219985103,3,Policový regál,1215993,G002201025,1473564,49554
17968355,209048227,2,Policový regál,1215993,G002202001,1473564,49554
17968355,95SGP9925,1,Komůrkový regál,1215993,G000308176,1473564,49554
17968355,2199851020,2,Komůrkový regál,1215993,G000307122,1473564,49554
17968355,2191060297,1,Komůrkový regál,1215993,G000205149,1473564,49554
17968355,2960103209751,2,Policový regál,1215993,G002301009,1473564,49554
17968355,201063842,2,Policový regál,1215993,G002501026,1473564,49554
17968355,4833203811,2,Policový regál,1215993,G002900014,1473564,49554
17968355,2290105898,1,Policový regál,1215993,G003201025,1473564,49554
17968355,LNZGXH1C97870,1,Policový regál,1215993,G003201026,1473564,49554
17968355,958958385,1,Policový regál,1215993,G003403005,1473564,49554
17968355,95XIW932,1,Policový regál,1215993,G003501001,1473564,49554
17968355,20100216416,1,Komůrkový regál,1215993,G003608050,1473564,49554
17968355,95ALPB46,1,Komůrkový regál,1215993,G003603183,1473564,49554
17968355,LNZ4XH0R55468,1,Komůrkový regál,1215993,G003608203,1473564,49554
17968355,2055159658481,1,Komůrkový regál,1215993,G003610068,1473564,49554
17968355,205A0072,1,Paleta,1215993,VAAAA00012,1473564,49554
17968355,95SGP58596,1,Policový regál,1215993,VBBBB03018,1473564,49554
17968355,958BO439,1,Paleta,1215993,VDDDD06092,1473564,49554
17968355,958BO436,4,Paleta,1215993,VDDDD08103,1473564,49554
17968355,39119201,1,Paleta,1215993,VEEEE03037,1473564,49554
17968355,4833205027,10,Paleta,1215993,VEEEE01036,1473564,49554
17968355,2007275504,1,Paleta,1215993,VEEEE01030,1473564,49554
17968343,95SG35915,1,Paleta,,VDDDD07217,1473564,7140
17968793,95XIA3361,20,Paleta,1215998,VEEEE01029,1473564,30857
17968356,5027165016,1,Komůrkový regál,1215985,G000304195,1473564,44940
17968356,5027302180248,2,Komůrkový regál,1215985,G000306103,1473564,44940
17968356,502671046,2,Policový regál,1215985,G000404005,1473564,44940
17968356,502671036,1,Policový regál,1215985,G001003019,1473564,44940
17968356,50261007121,3,Policový regál,1215985,G002102029,1473564,44940
17968356,502716986,1,Policový regál,1215985,G002302009,1473564,44940
17968356,296010319701,2,Policový regál,1215985,G002400029,1473564,44940
17968356,50271656,2,Policový regál,1215985,G002503013,1473564,44940
17968356,526072115736,1,Paleta,1215985,VEEEE00023,1473564,44940
17968356,5260721145827,1,Policový regál,1215985,VBBBB05009,1473564,44940
17968356,205A000001101,1,Paleta,1215985,VDDDD08246,1473564,44940
17968356,526072115532,1,Policový regál,1215985,VBBBB02067,1473564,44940
17968372,517213189132,1,Paleta,1215986,VAAAA00003,1473564,4475
17968372,51722221,1,Paleta,1215986,VCCCC00020,1473564,4475
17968372,2191060524,1,Policový regál,1215986,G000404031,1473564,4475
17968372,184416804,1,Policový regál,1215986,VBBBB00055,1473564,4475
17968359,4833200395,1,Policový regál,1215978,G001100016,1473564,13316
17968359,958BO824,1,Komůrkový regál,1215978,G000205017,1473564,13316
17968359,20454173,1,Paleta,1215978,VDDDD04265,1473564,13316
17968359,29493295,1,Policový regál,1215978,G000404022,1473564,13316
17968359,203223217,1,Paleta,1215978,VDDDD06246,1473564,13316
17968359,809-T5D-03504,2,Paleta,1215978,VDDDD06260,1473564,13316
17968359,95SG108429,2,Paleta,1215978,VCCCC01022,1473564,13316
17968359,95SG10887,1,Paleta,1215978,VDDDD03269,1473564,13316
17968359,EC13T03U64010,1,Paleta,1215978,VDDDD06363,1473564,13316
17968359,EPR02114Z,1,Paleta,1215978,VDDDD07363,1473564,13316
17968359,1319981-MK2E3-SK,1,Paleta,1215978,VEEEE01017,1473564,13316
17968359,95SGP1152,1,Paleta,1215978,VCCCC03017,1473564,13316
17968359,23100000230,1,Policový regál,1215978,G003302002,1473564,13316
17968359,95895250941,1,Policový regál,1215978,G003203025,1473564,13316
17968359,34313051,1,Policový regál,1215978,G002602008,1473564,13316
17968359,1901203087,1,Policový regál,1215978,G001801004,1473564,13316
17968359,34313307,1,Policový regál,1215978,G000801023,1473564,13316
17968359,34313308,1,Policový regál,1215978,G000601013,1473564,13316
17968359,184200138,3,Policový regál,1215978,G000500030,1473564,13316
17968359,95895769,1,Komůrkový regál,1215978,G000209010,1473564,13316
17968359,95895870531,1,Komůrkový regál,1215978,G000110119,1473564,13316
17968359,95ALPF9722,1,Komůrkový regál,1215978,G000110224,1473564,13316
17968359,29601032096311,1,Komůrkový regál,1215978,G000203031,1473564,13316
17968359,958958478400,1,Komůrkový regál,1215978,G000104063,1473564,13316
17968359,D-D-3000M-543,1,Policový regál,1215978,VBBBB01065,1473564,13316
17968359,958BO356,1,Komůrkový regál,1215978,G003608163,1473564,13316
17968359,483320420840,1,Policový regál,1215978,G001804003,1473564,13316
17968359,483320420842,1,Policový regál,1215978,G002903007,1473564,13316
17968359,483320420843,1,Policový regál,1215978,G003905004,1473564,13316
17968359,50271521,2,Policový regál,1215978,G002002030,1473564,13316
17968359,958958703010,1,Komůrkový regál,1215978,G000103035,1473564,13316
17968377,2055159619590,3,Paleta,1215987,VCCCC02023,1473564,10437
17968309,23100000552,1,Paleta,1215982,VCCCC01008,1473564,10632
17968309,34323497,2,Paleta,1215982,VAAAA00028,1473564,10632
17968309,35120414,1,Policový regál,1215982,G002702024,1473564,10632
17968374,20454202,1,Paleta,1215978,VDDDD08201,1473564,13223
17968374,5172223322,2,Paleta,1215978,VEEEE01019,1473564,13223
17968343,20392405,20,Paleta,,VCCCC01032,1473564,7140
17968389,187103132411,3,Paleta,1215994,VCCCC02036,1473564,5349
17968389,203223187,1,Paleta,1215994,VDDDD02259,1473564,5349
17968389,187048362241635RJ,1,Paleta,1215994,VEEEE00031,1473564,5349
17968312,517222134,9,Policový regál,,VBBBB00059,1473564,14170
17968376,2100808893,5,Paleta,1215999,VEEEE02006,1473564,4062
17968376,29493029,3,Paleta,1215999,VEEEE00009,1473564,4062
17968376,5172231526,1,Paleta,1215999,VCCCC00016,1473564,4062
17968376,LNN82KDS02T00S,2,Policový regál,1215999,VBBBB03061,1473564,4062
17968338,201063754,2,Policový regál,1215982,G002101009,1473564,3769
17968338,34313282,10,Paleta,1215982,VAAAA00048,1473564,3769
17968338,34313377,30,Paleta,1215982,VEEEE01008,1473564,3769
17968338,34313378,20,Paleta,1215982,VCCCC03018,1473564,3769
17968338,44301223,1,Policový regál,1215982,G002100027,1473564,3769
17968338,958914571,1,Komůrkový regál,1215982,G000106124,1473564,3769
17968333,95SG35915,1,Paleta,1215983,VDDDD06210,1473564,3769
17968359,202511000,1,Policový regál,1215978,G002202013,1473564,13316
17968359,203103725,1,Paleta,1215978,VDDDD02256,1473564,13316
17968359,2171002417,1,Policový regál,1215978,G002801008,1473564,13316
17968359,4833200687,1,Policový regál,1215978,G001103027,1473564,13316
17968359,4833200688,1,Policový regál,1215978,G000703019,1473564,13316
17968359,4833200689,1,Policový regál,1215978,G001902026,1473564,13316
17968359,4833200691,1,Policový regál,1215978,G001204024,1473564,13316
17968359,4833203821,5,Policový regál,1215978,G002201013,1473564,13316
17968359,958957618,1,Komůrkový regál,1215978,G000106028,1473564,13316
17968359,95895868252,3,Paleta,1215978,VCCCC01008,1473564,13316
17968381,210100316,1,Paleta,1215979,VEEEE03036,1473564,44166
17968381,2960103209555,1,Komůrkový regál,1215979,G000100013,1473564,44166
17968381,2974085334,1,Komůrkový regál,1215979,G000002198,1473564,44166
17968381,185-K3502ZA-MA059W,1,Paleta,1215979,VDDDD11229,1473564,44166
17968312,D-N-3510-N3-512,1,Policový regál,,VBBBB00044,1473564,14170
17968312,EPP320HF6871,1,Policový regál,,G002600015,1473564,14170
17968312,34323247,6,Paleta,,VCCCC00023,1473564,14170
17968312,D-N-451-BBZG,1,Paleta,,VDDDD06224,1473564,14170
17968393,LNN21BV002BCK,1,Policový regál,1216015,VBBBB05011,1473564,20637
17968393,D-N-3510-N3-509,1,Paleta,1216015,VCCCC04022,1473564,20637
17968384,201063797,3,Paleta,1215981,VEEEE02010,1473564,20294
17968384,205A00000166,2,Paleta,1215981,VDDDD07280,1473564,20294
17968386,50271000,10,Policový regál,1215988,G001401001,1473564,18562
17968386,50271001,15,Policový regál,1215988,G001300017,1473564,18562
17968386,526071752,2,Policový regál,1215988,G002900001,1473564,18562
17968386,526071751,2,Policový regál,1215988,G002801021,1473564,18562
17968386,29601031761,1,Paleta,1215988,VEEEE02014,1473564,18562
17968386,23100000565,1,Policový regál,1215988,G003401006,1473564,18562
17968386,2191060416,2,Policový regál,1215988,G000600029,1473564,18562
17968386,217300157,1,Komůrkový regál,1215988,G000309145,1473564,18562
17968386,2100808903,1,Komůrkový regál,1215988,G000300227,1473564,18562
17968386,2100808775,1,Paleta,1215988,VDDDD08097,1473564,18562
17968386,184416804,1,Policový regál,1215988,VBBBB00055,1473564,18562
17968386,D-D-3000U-331,1,Paleta,1215988,VEEEE02031,1473564,18562
17968301,34323376,1,Policový regál,,VBBBB05010,1473564,45108
17968301,9589532296,1,Komůrkový regál,,G000300121,1473564,45108
17968301,958958703060,1,Komůrkový regál,,G000206113,1473564,45108
17968301,2055159658341,2,Policový regál,,G002303025,1473564,45108
17968301,809-T5D-03504PC,1,Paleta,,VDDDD06203,1473564,45108
17968301,D-N-3510-N2-502,1,Policový regál,,VBBBB04011,1473564,45108
17968301,311531148,4,Paleta,,VAAAA00057,1473564,45108
17968388,2100808805,1,Policový regál,1216005,G001301020,1473564,4116
17968388,23100000428,1,Policový regál,1216005,G002901030,1473564,4116
17968388,29493010,2,Policový regál,1216005,G001002006,1473564,4116
17968388,29493252,1,Komůrkový regál,1216005,G000106181,1473564,4116
17968388,2960103209915,3,Komůrkový regál,1216005,G003608169,1473564,4116
17968388,2960379,2,Policový regál,1216005,G000503026,1473564,4116
17968388,48332005361,1,Paleta,1216005,VEEEE00005,1473564,4116
17968388,20454188,1,Paleta,1216005,VDDDD09202,1473564,4116
17968862,LNN21ED005RCK,1,Policový regál,1216042,VBBBB03063,1473564,44646
17968852,187003050583I551HP,1,Paleta,1216041,VCCCC01024,1473564,27667
17968377,958BO843,1,Komůrkový regál,1215987,G000210126,1473564,10437
17968377,1870030950882I55P9,1,Paleta,1215987,VEEEE01035,1473564,10437
17968377,20505045,1,Paleta,1215987,VDDDD09282,1473564,10437
17968377,205A0000010233,1,Paleta,1215987,VDDDD09281,1473564,10437
17968377,20505064,1,Paleta,1215987,VDDDD04308,1473564,10437
17968377,2055149552,1,Paleta,1215987,VEEEE02035,1473564,10437
17968377,205A0000010795,1,Paleta,1215987,VDDDD07277,1473564,10437
17968377,2191060710,1,Policový regál,1215987,G003203010,1473564,10437
17968377,23100000211,1,Policový regál,1215987,G002001028,1473564,10437
17968377,4833200736,1,Policový regál,1215987,G001804002,1473564,10437
17968377,4833200737,1,Policový regál,1215987,G003404002,1473564,10437
17968377,4833200931,3,Paleta,1215987,VAAAA00011,1473564,10437
17968377,52607226336,1,Policový regál,1215987,G001502022,1473564,10437
17968312,1907402070,1,Komůrkový regál,,G000210194,1473564,14170
