Product,Unit,PackageType,ContentQty,X,Y,Z,Weight
684829,Car,BA,20,30.3,22.4,50.4,15.284
684829,Unit,BA,1,15.5,3.7,14.2,0.718
684830,Car,BA,20,29.7,22.4,50.1,15.302
684830,Unit,BA,1,12.3,3.7,16.6,0.724
684832,Unit,BA,1,29.6,45.6,39.1,8.304
684836,Pal,BA,34,120,201,80,262
684836,Unit,KO,1,72.5,14,44.2,7.392
684842,Unit,BA,1,10.2,2.9,13.5,0.066
684842,Car,BA,6,12.9,17.7,17.7,0.47
684859,Unit,BA,1,8.7,4.4,18.7,0.194
684859,Car,BA,5,17.2,9.5,18.5,1.01
684860,Unit,BA,1,8.5,2.1,20.4,0.106
684860,Car,BA,5,10.8,9.5,18.2,0.566
684861,Unit,BA,1,8.5,2.1,20.7,0.106
684861,Car,BA,5,10.5,9.3,18.2,0.564
684862,Car,BA,5,10.5,9,18.2,0.57
684862,Unit,BA,1,8.5,3.1,19.7,0.106
684863,Unit,BA,1,11.8,3.6,19.1,0.136
684864,Unit,BA,1,18.6,4,8.6,0.064
684864,Car,BA,5,14.9,9.2,16.8,0.372
684865,Car,BA,5,10.7,9.5,17.2,0.374
684865,Unit,BA,1,8.5,2.2,20.5,0.064
684866,Unit,BA,1,8.5,2.5,20,0.068
684866,Car,BA,5,10.6,9.2,17.3,0.38
684867,Car,BA,5,17,9,18.7,1.004
684867,Unit,BA,1,8.5,4.3,17.9,0.186
684868,Car,BA,5,10.6,9,17.2,0.57
684868,Unit,BA,1,8.5,3.3,19.5,0.108
684869,Unit,BA,1,8.5,2.1,20.5,0.106
684869,Car,BA,5,10.7,9,17.3,0.566
684870,Unit,BA,1,9,2.8,16.3,0.112
684874,Unit,BA,1,9,2,18.9,0.032
684876,Unit,BA,1,9.1,1.9,18.9,0.052
684885,Unit,BA,1,27.9,8.5,34.2,1.216
684888,Unit,BA,1,31.9,2.1,22.3,0.388
684902,Unit,BA,1,18.9,1.7,9.2,0.05
684907,Car,BA,6,11.9,17.7,21.7,1.198
684907,Unit,BA,1,10.2,3.4,13.4,0.182
684909,Unit,BA,1,18.8,1.8,9.1,0.044
684910,Unit,BA,1,9.1,1.8,18.9,0.044
684911,Unit,BA,1,10.1,2.3,20.4,0.056
684913,Unit,BA,1,9.1,1.7,18.9,0.05
684948,Unit,BA,1,9.1,1.9,18.9,0.038
684973,Unit,BA,1,44.7,8.4,30.5,2.41
684992,Car,BA,6,12.5,17.7,21.9,0.97
684992,Unit,BA,1,10.3,3.4,14.5,0.14
685013,Unit,BA,1,17,3.4,7.4,0.042
685014,Unit,BA,1,9.7,4.3,18,0.044
685015,Unit,BA,1,10.9,1.9,21.5,0.076
685017,Car,BA,12,61.2,32.2,49,5.764
685017,Unit,BA,1,49.7,8,41.5,0.398
685023,Unit,BA,1,9,33.4,49,2.87
685025,Unit,KO,1,81.5,14,44,9.018
685026,Unit,BA,1,52,7.2,36.5,0.762
685027,Unit,BA,1,45.4,4.7,32.5,0.51
685031,Unit,BA,1,20.7,2.1,8.2,0.086
685032,Unit,BA,1,36.3,9.4,51.9,1.192
685033,Unit,BA,1,49.5,9.7,37.8,1.37
685034,Unit,BA,1,50.9,20.9,38.4,1.7
685035,Unit,BA,1,53.5,21.7,35,2.028
685036,Unit,BA,1,12.6,3.1,16.7,0.17
685037,Unit,BA,1,49.6,26.5,39.6,6.17
685042,Unit,BA,1,27.4,7.5,34.5,1.874
685043,Unit,BA,1,27.5,6.9,34.7,1.352
685047,Unit,BA,1,26.2,5.9,26.2,0.832
685059,Unit,BA,1,21.1,12.4,26.1,2.76
685060,Unit,BA,1,21.1,12.2,25.9,2.598
685061,Unit,BA,1,20.9,12,26.2,2.55
685062,Car,BA,10,32.2,36.2,49.7,8.956
685062,Unit,BA,1,23.9,6.2,33.5,0.814
685070,Unit,BA,1,23.4,8.8,13.8,0.942
685075,Unit,BA,1,44.8,8.4,31.1,2.202
685091,Unit,BA,1,9.1,6.2,18,0.486
685092,Unit,BA,1,8.9,5.9,17.7,0.49
685100,Unit,BA,1,15.7,3.7,8.1,0.134
685101,Unit,BA,1,15.7,3.6,8.2,0.128
685104,Unit,KO,1,68.2,44.5,14.9,5.712
685110,Pal,KO,32,120,191,82,306.60001
685110,Unit,KO,1,82.8,15.1,44.9,8.99
685113,Unit,KO,1,83,45.2,16.3,9.684
685113,Pal,KO,28,191,120,100,290
685114,Unit,KO,1,80.7,15.2,46.9,9.592
685114,Pal,BA,30,120,208,80,300
685118,Pal,KO,20,120,187,100,318.8
685118,Unit,KO,1,95,54,18,15.3
685129,Unit,BA,1,33.3,3.4,18.5,0.368
685130,Unit,BA,1,9.7,9.5,44.3,0.606
685131,Unit,BA,1,28.1,5,27.4,0.636
685155,Unit,BA,1,14.7,0.9,4.6,0.024
685157,Unit,KO,1,72.4,14.3,44.6,7.34
685158,Unit,KO,1,72,15,44,8.5
685160,Unit,BA,1,43.1,35.2,40.4,9.002
685166,Unit,BA,1,4.5,0.8,8.1,0.016
685181,Unit,BA,1,44.8,8.4,30.6,2.446
685201,Unit,BA,1,9.9,5.2,19.8,0.558
685201,Car,BA,10,34.2,23.5,27.1,6.258
685201,Pal,KO,630,178,80,120,409
685202,Car,BA,10,26.9,23.7,33.4,6.312
685202,Unit,BA,1,9.9,5.2,19.7,0.568
685204,Unit,BA,1,11.9,4.1,13.8,0.188
685205,Unit,KO,1,92,46.5,28,10.5
685210,Unit,BA,1,9.1,2.2,19.2,0.058
685210,Car,BA,10,20.8,11.4,22.2,0.744
685211,Car,BA,10,20.6,10.9,22,0.744
685211,Unit,BA,1,9.1,2.2,19.1,0.058
685213,Unit,BA,1,18.8,7,13.6,0.252
685217,Unit,BA,1,17.4,7.1,13.7,0.312
685219,Unit,BA,1,17.6,7.1,13.6,0.306
685234,Unit,BA,1,23.3,6.8,31,1.032
685238,Unit,BA,1,16.6,4.4,13,0.498
685242,Unit,BA,1,25,9.2,12.6,0.818
685242,Car,BA,6,29.3,28.4,26.7,5.45
685243,Unit,BA,1,12.4,9.1,24.9,0.818
685243,Car,BA,6,26.8,28.8,29.5,5.486
685249,Unit,BA,1,10.2,2.8,13.5,0.064
685249,Car,BA,6,12.1,17.5,17.7,0.462
685260,Car,BA,6,12,17.6,18,0.616
685260,Unit,BA,1,10.3,2.9,13.4,0.082
685263,Car,BA,6,12.5,17.9,17.9,0.43
685263,Unit,BA,1,10.3,2.9,13.4,0.052
685273,Car,BA,6,0.7,16.8,11.2,1.176
685273,Unit,BA,1,10.3,3.3,13.6,0.14
685286,Car,BA,6,12.2,16.3,18.4,0.782
685286,Unit,BA,1,10.2,3.3,14.2,0.112
685299,Unit,BA,1,10.3,3.5,13.4,0.156
685299,Car,BA,6,11.8,15.8,21.4,1.048
685300,Car,BA,6,11.9,16,21.1,1.048
685300,Unit,BA,1,10.3,3.4,13.7,0.156
685306,Unit,BA,1,10.1,4.4,14.6,0.04
685307,Unit,BA,1,10.3,4.4,20.4,0.056
685333,Unit,BA,1,51.8,8,34.8,3.868
685338,Unit,BA,1,21.7,3.4,30.8,1.414
685339,Unit,BA,1,21.4,1.3,30.1,0.384
685340,Unit,BA,1,21.6,2.7,30.4,1.102
685341,Unit,BA,1,21.4,1,30.4,0.312
685342,Unit,BA,1,10.6,3.3,15.7,0.342
685343,Unit,BA,1,10.3,1.3,15.4,0.098
685344,Unit,BA,1,34.6,8.1,51.6,3.824
685355,Unit,BA,1,34.6,8,51.7,4.266
685361,Unit,BA,1,9.5,3.1,14.2,0.054
685362,Unit,BA,1,9.8,3.2,14.1,0.056
685363,Unit,BA,1,9.5,3.2,14,0.058
685364,Unit,BA,1,9.7,4.8,14.1,0.102
685365,Unit,BA,1,9.7,3.2,14.2,0.068
685366,Unit,BA,1,9.7,3.1,14.1,0.068
685367,Unit,BA,1,9.6,3.1,14,0.062
685373,Unit,BA,1,51.8,8,36.4,4.26
685394,Unit,KO,1,49.6,33.3,39.5,6.754
685408,Unit,BA,1,49.3,33.6,39.4,6.71
685410,Pal,KO,20,120,174,80,152
685410,Unit,BA,1,39,33.1,49.4,7.088
685411,Unit,BA,1,14,5.3,18.2,0.24
685411,Car,BA,20,28.9,31.9,38.7,5.34
685412,Unit,BA,1,49.7,26.6,39.2,6.274
685416,Unit,BA,1,49.4,26.1,39.2,5.904
685422,Unit,BA,1,18.1,34.6,46.3,3.972
685431,Unit,BA,1,22.9,24.2,18.3,16.62
685444,Unit,KO,1,14.6,40.2,59.8,4.282
685447,Unit,BA,1,8.1,3.2,17,0.294
685447,Car,BA,20,17.6,19.2,36.1,6.162
685448,Unit,BA,1,8.2,3,16.9,0.288
685449,Unit,BA,1,8.1,3.1,16.9,0.294
685452,Unit,BA,1,8.4,4.7,14.6,0.228
685453,Unit,BA,1,8.6,3.8,9.8,0.122
685454,Unit,BA,1,10.4,3.9,8.4,0.09
685462,Unit,BA,1,18.3,9.2,6.9,0.556
685462,Car,BA,20,27.8,22.4,49.1,12.524
685463,Unit,BA,1,8.9,6,17.9,0.554
685464,Unit,BA,1,9.3,6.3,17.8,0.348
685464,Car,BA,20,49.1,21.9,27.8,12.35
685465,Unit,BA,1,9.6,6.3,18.4,0.558
685465,Car,BA,20,28.5,23.5,49.3,12.634
685466,Unit,BA,1,9,6.1,17.8,0.558
685467,Unit,BA,1,9,6.1,17.8,0.564
685474,Unit,BA,1,25.9,8.4,41.9,2.246
685478,Unit,BA,1,21,0.3,15,0.06
685479,Unit,BA,1,9,8.2,46.4,0.892
685736,Unit,BA,1,4.8,4.9,10.7,0.024
685736,Car,BA,10,11,10.8,25.4,0.31
685776,Pal,KO,135,154,120,80,328
685776,Unit,BA,1,42.1,6.7,28.7,2.34
685777,Unit,BA,1,5,0.6,16.8,0.026
685781,Unit,BA,1,5.4,0.8,10.8,0.014
685802,Unit,BA,1,19.3,2.2,28.9,0.366
685812,Unit,BA,1,22.2,4.3,22.2,0.902
685824,Unit,BA,1,10.3,3.6,15.2,0.152
685825,Unit,BA,1,10.3,3.6,15.2,0.154
685833,Unit,BA,1,21,10,22.4,1.31
685835,Unit,BA,1,8.5,33.8,38.7,2.2
685836,Unit,BA,1,58.7,51.8,19.8,10.064
685837,Car,BA,10,51.2,22.6,49,13.78
685837,Unit,BA,1,21,10,22.2,1.304
685840,Unit,BA,1,22.3,9.8,21.2,1.196
685840,Car,BA,10,22.9,46.6,50.8,12.718
685843,Unit,KO,1,57,32,66,14.2
685848,Unit,BA,1,14.5,2.8,11.2,0.07
685856,Car,BA,10,21.4,19.3,27,3.472
685856,Unit,BA,1,8.5,2.8,15.7,0.278
685859,Unit,BA,1,8.5,2.8,15.7,0.28
685859,Car,BA,10,21.4,19.6,27.3,3.498
685865,Car,BA,10,22,20.1,27.2,3.924
685865,Unit,BA,1,9,2.8,16.4,0.322
685866,Unit,BA,1,8.9,2.9,16.5,0.324
685866,Car,BA,10,22.1,20.4,27.2,3.952
685868,Unit,BA,1,8.9,3,16.5,0.36
685868,Car,BA,10,22.2,20.4,27.9,4.316
685869,Car,BA,10,21.8,19.9,27.9,4.312
685869,Unit,BA,1,8.8,3,16.5,0.362
685870,Unit,BA,1,9.4,3.1,18.5,0.354
685870,Car,BA,10,21.9,20.1,27.9,4.28
685871,Car,BA,10,22.1,20.2,29.1,4.3
685871,Unit,BA,1,8.9,3,16.4,0.364
685872,Car,BA,10,23.4,21.6,28.1,4.936
685872,Unit,BA,1,9.5,3,17.9,0.412
685873,Unit,BA,1,9.5,2.9,17.9,0.42
685873,Car,BA,10,27.9,21.6,23.2,5.06
685874,Unit,BA,1,17.8,2.9,9.5,0.414
685874,Car,BA,10,27.9,21.6,23.3,4.946
685876,Car,BA,10,27.2,19.6,21.4,3.57
685876,Unit,BA,1,15.6,2.8,8.6,0.28
685877,Unit,BA,1,15.6,2.8,8.6,0.284
685877,Car,BA,10,21.4,19.5,27,3.552
685878,Unit,BA,1,8.6,2.8,15.8,0.282
685878,Car,BA,10,21.5,19.6,27.4,3.528
685879,Car,BA,10,21.5,19.4,26.9,3.548
685879,Unit,BA,1,8.5,2.8,15.7,0.28
685880,Unit,BA,1,15.6,2.8,8.6,0.28
685880,Car,BA,10,21.5,19.5,27.1,3.54
685881,Car,BA,10,23.4,19.5,27,3.548
685881,Unit,BA,1,8.5,2.8,15.7,0.284
685882,Car,BA,10,21.3,19.4,27,3.572
685882,Unit,BA,1,8.5,2.8,15.5,0.284
685883,Car,BA,10,27.1,19.6,21.7,3.54
685883,Unit,BA,1,15.7,2.8,8.6,0.282
685884,Unit,BA,1,8.5,2.8,15.7,0.284
685884,Car,BA,10,21.4,19.6,27,3.548
685885,Unit,BA,1,8.9,2.9,16.5,0.328
685885,Pal,KO,700,180,120,133,299.5
685885,Car,BA,10,28.9,20.1,22.1,4.008
685903,Unit,BA,1,8.9,3,16.4,0.324
685903,Car,BA,10,22.1,20.4,27.4,3.904
685906,Car,BA,10,20.6,18.9,29.6,3.374
685906,Unit,BA,1,8.2,2.9,15,0.284
685907,Car,BA,10,20.5,18.7,29.6,3.37
685907,Unit,BA,1,8.2,2.8,15,0.272
685908,Car,BA,10,20.8,18.9,27.2,3.42
685908,Unit,BA,1,8.2,2.8,15,0.274
685910,Car,BA,10,20.4,18.6,27.3,3.432
685910,Unit,BA,1,8.2,2.8,15,0.274
685916,Unit,BA,1,18.9,5.2,26.5,0.868
685916,Car,BA,5,26.3,33.8,34.4,5.238
685918,Car,BA,5,26,33.8,34.7,5.234
685918,Unit,BA,1,18.9,5.2,26.6,0.856
685928,Car,BA,5,34.6,33.6,26,5.362
685928,Unit,BA,1,26.1,5.2,19,0.866
685943,Car,BA,5,26,34.1,34.7,5.32
685943,Unit,BA,1,18.9,5.1,26,0.878
685944,Car,BA,5,26.1,33.9,34.6,5.292
685944,Unit,BA,1,18.9,5.2,26.6,0.864
685945,Car,BA,5,26,33.8,34.8,5.318
685945,Unit,BA,1,18.9,5.2,26.8,0.868
685947,Unit,BA,1,19,5.2,26.9,0.866
685947,Car,BA,5,34.7,34,26,5.352
685948,Car,BA,5,26.1,33.7,35.6,5.266
685948,Unit,BA,1,18.9,5.2,26,0.866
685949,Unit,BA,1,19,5.2,26.5,0.886
685949,Car,BA,5,26.2,33.6,34.6,5.306
685950,Unit,BA,1,19,5.2,26.1,0.868
685950,Car,BA,5,26.1,33.7,34.6,5.346
685951,Unit,BA,1,18.9,5.2,26.1,0.87
685951,Car,BA,5,26,33.9,34.7,5.218
685952,Car,BA,5,26,33.9,34.5,5.294
685952,Unit,BA,1,20.9,5.2,27.8,0.862
685953,Unit,BA,1,19,5.1,26.7,0.85
685953,Car,BA,5,35.7,33.8,26,5.218
685954,Car,BA,5,27.3,34,34.6,5.21
685954,Unit,BA,1,18.9,5.2,26.2,0.864
685955,Car,BA,5,38.9,33.8,26.4,5.228
685955,Unit,BA,1,18.9,5.1,26.1,0.87
685956,Unit,BA,1,24,5.2,26.1,0.864
685956,Car,BA,5,34.8,33.8,33.3,5.208
685957,Car,BA,5,26.2,33.6,40.4,5.22
685957,Unit,BA,1,18.9,5.2,26.1,0.866
685958,Car,BA,5,34.7,33.6,26,5.232
685958,Unit,BA,1,18.9,5.2,26.2,0.874
685959,Unit,BA,1,19,5.2,26.6,0.858
685959,Car,BA,5,34.8,34.1,29,5.19
685960,Car,BA,5,34.6,33.6,26.2,5.24
685960,Unit,BA,1,18.9,5.1,26.1,0.864
685961,Car,BA,5,26.2,33.7,34.8,5.314
685961,Unit,BA,1,19.1,5.2,26.6,0.868
685962,Car,BA,5,34.9,33.6,26.1,5.304
685962,Unit,BA,1,19,5.2,26.1,0.864
685976,Unit,BA,1,14.6,2.8,11.1,0.084
685989,Unit,KO,1,77.8,63.5,27.5,18.08
685990,Unit,KO,1,79.2,22.4,63.6,13.764
685992,Unit,BA,1,27,5.6,27.3,0.934
685992,Car,BA,10,28.5,29.5,56.3,10.162
685993,Unit,KO,1,77,50.1,18.8,11.6
685994,Unit,KO,1,78.6,63.5,28.1,17.966
685997,Unit,KO,1,77.7,63.6,27.4,18.088
685998,Unit,KO,1,77.4,62.9,21,13.794
686001,Unit,KO,1,77.7,61.9,21.4,13.762
686005,Car,BA,10,27.6,33,27,5.564
686005,Unit,BA,1,27.5,1.8,19,0.446
686006,Unit,BA,1,18.8,1.9,27.5,0.446
686006,Car,BA,10,27.6,33,27,5.454
686007,Unit,BA,1,18.9,1.9,27.6,0.444
686007,Car,BA,10,27.2,33,27.5,5.45
686008,Unit,BA,1,14.9,1.8,8.2,0.068
686008,Car,BA,10,30,10.4,19.3,1.142
686009,Car,BA,10,19.6,11.7,30.2,1.046
686009,Unit,BA,1,8.2,1.8,14.9,0.07
686010,Car,BA,10,30,10.4,19.3,1.142
686010,Unit,BA,1,15,1.9,8.7,0.068
686011,Unit,BA,1,8.2,1.7,15,0.068
686011,Car,BA,10,25.7,12.2,30.2,1.04
686012,Unit,BA,1,10.8,2.6,10.7,0.104
686012,Car,BA,4,15.8,17.4,13.6,0.63
686014,Unit,BA,1,16.4,1.9,9,0.082
686014,Car,BA,10,30.2,11,20.6,1.306
686018,Unit,BA,1,16.5,2,9.6,0.082
686018,Car,BA,10,31.9,11.1,20.8,1.32
686023,Unit,BA,1,16.4,1.9,9.1,0.084
686023,Car,BA,10,31.7,11.1,20.8,1.32
686025,Car,BA,10,32,11.9,22.4,1.488
686025,Unit,BA,1,17.9,2,9.7,0.096
686027,Unit,BA,1,17.8,1.9,9.6,0.092
686027,Car,BA,10,32,11.8,22.3,1.486
686028,Car,BA,10,20.4,11.6,28.5,0.978
686028,Unit,BA,1,8.6,1.6,15.7,0.064
686029,Car,BA,10,20.3,11,28.3,1.05
686029,Unit,BA,1,8.6,1.6,15.8,0.062
686030,Unit,BA,1,8.6,1.6,15.8,0.062
686030,Car,BA,10,20.3,10.9,28.5,1.052
686031,Car,BA,10,20.1,10.9,28.5,1.06
686031,Unit,BA,1,8.6,1.6,15.8,0.062
686032,Unit,BA,1,12.7,2,17.5,0.346
686032,Car,BA,10,24.6,23.1,28.2,4.16
686033,Car,BA,10,20.3,17.6,44.4,2.928
686033,Unit,BA,1,7.3,3.7,12.9,0.234
686036,Unit,BA,1,12.8,2,44.9,0.638
686036,Car,BA,5,12.3,16.8,53.7,3.858
686037,Unit,BA,1,12.8,2.1,44.8,0.642
686037,Car,BA,5,12.4,16.7,53.8,3.826
686040,Car,BA,5,13.5,16.7,54,3.858
686040,Unit,BA,1,12.8,2.1,44.7,0.638
686045,Car,BA,5,12.7,16.9,53.8,3.828
686045,Unit,BA,1,12.7,2,44.6,0.636
686059,Car,BA,4,16.7,9.8,37.8,0.632
686059,Unit,BA,1,7.4,1.8,29.2,0.104
686060,Car,BA,4,16.6,9.9,38.3,0.642
686060,Unit,BA,1,7.4,1.5,29.1,0.104
686063,Car,BA,4,16.7,9.9,37.9,0.646
686063,Unit,BA,1,7.4,3,29.1,0.106
686065,Car,BA,4,16,9.9,41.4,0.634
686065,Unit,BA,1,7.7,1.5,29.1,0.108
686066,Unit,BA,1,7.4,1.6,29.1,0.068
686066,Car,BA,4,16.6,9.8,37.6,0.484
686069,Car,BA,4,16.7,9.8,37.8,0.48
686069,Unit,BA,1,7.4,1.5,29.2,0.07
686070,Unit,BA,1,9.4,1.5,29.1,0.068
686075,Unit,BA,1,7.4,1.4,29.1,0.07
686075,Car,BA,4,16.3,9.8,37.5,0.486
686079,Car,BA,6,22.9,15,39,3.24
686079,Unit,BA,1,7.8,3.7,29.6,0.402
686080,Car,BA,6,22.6,14.6,39.1,3.274
686080,Unit,BA,1,7.8,4.1,29.6,0.414
686081,Car,BA,6,22.6,14.6,39,3.284
686081,Unit,BA,1,7.7,4.1,29.7,0.414
686105,Unit,BA,1,11.1,3,14.6,0.09
686106,Unit,BA,1,11.1,2.8,14.6,0.1
686160,Unit,BA,1,34.3,11.7,40.9,2.554
686160,Car,BA,5,36,43.9,59.9,13.934
686163,Unit,BA,1,31.5,6.9,48.8,2.524
686176,Unit,BA,1,12,11,26.4,1.108
686176,Car,BA,8,25.3,30.2,50.7,9.786
686179,Unit,BA,1,5.5,5.6,20.6,0.176
686180,Unit,BA,1,5.1,5.3,20.2,0.162
686181,Unit,BA,1,9.5,5.3,16.2,0.118
686184,Unit,BA,1,7,4.7,20.3,0.116
686188,Unit,BA,1,8.6,4,19,0.172
686188,Car,BA,10,22,22.7,19.6,1.972
686195,Unit,BA,1,33.2,14.5,45.8,1.222
686197,Unit,BA,1,42.4,9.7,32.5,0.832
686198,Unit,BA,1,38.8,7.9,41.3,0.664
686199,Unit,BA,1,10,32.1,42.5,0.822
686199,Car,BA,6,59.9,45.7,33.6,6.202
686203,Unit,BA,1,14.5,31.9,42.3,0.648
686214,Unit,BA,1,27.8,6.8,27.5,1.04
686216,Car,BA,24,30.1,45.8,32.8,6.338
686216,Unit,BA,1,14.3,6.4,19.3,0.2
686227,Unit,BA,1,31.2,7.6,32.8,1.772
686230,Unit,BA,1,11,0.6,17.7,0.03
686232,Unit,BA,1,8.8,0.7,19,0.03
686233,Unit,BA,1,8.8,1.3,18,0.03
686234,Unit,BA,1,9,1.2,17.5,0.03
686236,Unit,BA,1,8.9,0.5,17.5,0.03
686239,Unit,BA,1,9.6,2.5,20.1,0.088
686240,Unit,BA,1,9.6,2.5,20,0.088
686241,Unit,BA,1,9.8,2.4,20,0.078
686243,Unit,BA,1,19.8,2.3,9.5,0.084
686244,Unit,BA,1,20,2.4,9.6,0.08
686245,Unit,BA,1,20,2.4,9.6,0.088
686246,Unit,BA,1,9.6,2.4,20,0.1
686247,Unit,BA,1,9.5,2.5,22.7,0.102
686249,Unit,BA,1,9.6,2.5,20.3,0.098
686250,Unit,BA,1,9.6,2.4,20.3,0.094
686251,Unit,BA,1,9.6,2.4,20,0.094
686252,Unit,BA,1,9.5,2.4,21.1,0.096
686253,Unit,BA,1,20,2.5,9.7,0.086
686255,Unit,BA,1,20,2.4,9.6,0.084
686256,Unit,BA,1,9.5,2.4,20.2,0.088
686257,Unit,BA,1,9.5,2.3,20,0.082
686258,Unit,BA,1,9.6,2.6,19.9,0.094
686259,Unit,BA,1,9.6,2.7,24.6,0.094
686262,Unit,BA,1,9.4,1.8,19.1,0.038
686263,Unit,BA,1,8.6,1.9,19,0.036
686267,Unit,BA,1,8.6,1.8,19,0.038
686268,Unit,BA,1,8.6,2,19,0.036
686269,Unit,BA,1,8.5,1.9,19.1,0.038
686271,Unit,BA,1,8.5,1.9,19.3,0.034
686272,Unit,BA,1,8.5,1.9,18.9,0.04
686273,Unit,BA,1,8.6,1.8,19,0.036
686276,Unit,BA,1,8.6,1.9,19,0.038
686279,Unit,BA,1,8.5,1.9,18.9,0.038
686292,Unit,BA,1,11.5,6.4,12.3,0.176
686299,Unit,BA,1,30.1,13.7,21.5,2.956
686301,Unit,BA,1,19.7,4.4,16.1,0.444
686306,Unit,BA,1,9.8,1.4,13.8,0.02
686307,Unit,BA,1,9.9,1.7,13.9,0.026
686308,Unit,BA,1,9.9,2.5,14,0.05
686309,Unit,BA,1,9.9,1.7,14,0.03
686311,Unit,BA,1,9.9,1.6,13.9,0.028
686312,Unit,BA,1,9.9,1.7,14,0.03
686313,Unit,BA,1,9.9,1.2,13.9,0.066
686314,Unit,BA,1,9.9,1.7,13.9,0.034
686315,Unit,BA,1,9.9,1.2,14,0.066
686330,Car,BA,60,20.5,17.4,58.9,3.264
686330,Unit,BA,1,11.7,3.9,11.4,0.048
686331,Car,BA,60,20.2,17.5,59.1,3.434
686331,Unit,BA,1,11.6,3.9,11.4,0.05
686380,Unit,BA,1,33.6,6.4,45.5,0.876
686381,Unit,BA,1,36.8,9,51.4,0.888
686382,Unit,BA,1,42.7,5.7,31.3,0.546
686383,Unit,BA,1,29.3,5.1,39.7,0.492
686447,Unit,BA,1,20.7,1.3,6,0.024
686449,Unit,BA,1,8.6,2,19.1,0.02
686461,Unit,BA,1,8.5,5.6,17.3,0.35
686461,Car,BA,20,31.8,21.5,37,7.624
686463,Car,BA,20,28.7,21.3,41.2,7.768
686463,Unit,BA,1,8.5,5.6,17.4,0.36
686593,Unit,BA,1,11.5,14.8,17.2,0.89
686606,Unit,BA,1,15.6,13.9,13.2,4.974
686674,Unit,BA,1,8.1,3.1,17.1,0.284
686674,Car,BA,20,16.6,19.2,34.2,5.932
686675,Unit,BA,1,17,3.2,8.3,0.284
686675,Car,BA,20,16.3,19.2,34.2,5.954
686676,Car,BA,20,16.4,19.1,34.2,5.956
686676,Unit,BA,1,8.2,3.2,19.4,0.282
686677,Unit,BA,1,8.2,3.1,17,0.284
686677,Car,BA,20,16.4,19,34.3,5.95
686680,Car,BA,20,16.5,19.1,36.2,5.946
686680,Unit,BA,1,8.2,3.1,17,0.284
686682,Unit,BA,1,8.1,3.1,17,0.284
686682,Car,BA,20,16.5,19.1,36.7,5.97
686683,Unit,BA,1,9,2.9,17.6,0.318
686683,Car,BA,20,28.9,19.8,19.8,6.666
686684,Unit,BA,1,9.1,2.8,17.7,0.316
686684,Car,BA,20,19.7,19.8,29,6.646
686688,Car,BA,20,17.7,19.3,35,6.144
686688,Unit,BA,1,8.2,3.1,16.9,0.296
686692,Unit,BA,1,7.9,7.9,16,0.398
686714,Unit,BA,1,12.7,5,35.7,0.338
686715,Unit,BA,1,14.9,2.5,30.6,0.286
686716,Unit,BA,1,12.3,2.8,22.4,0.302
686717,Car,BA,5,22.6,21.7,30,4.326
686717,Unit,BA,1,17.5,4.2,32.1,0.766
686773,Unit,BA,1,22.9,14,26.4,0.408
686783,Unit,BA,1,8,2.7,4.6,0.058
686837,Unit,BA,1,48.9,33.2,8.7,2.85
686859,Unit,BA,1,9.8,1.5,18,0.048
686860,Unit,BA,1,10,1.4,18.6,0.046
686869,Unit,BA,1,9.9,1.4,17.9,0.046
686871,Unit,BA,1,10.1,1.4,18.8,0.046
686872,Unit,BA,1,9.9,1.5,18,0.048
686873,Unit,BA,1,9.9,1.4,17.9,0.048
686876,Unit,BA,1,9.9,1.4,18,0.042
686881,Unit,BA,1,9.9,1.4,18,0.044
686885,Unit,BA,1,9.9,1.5,17.8,0.048
686952,Unit,BA,1,30.5,8.9,47.1,2.322
686953,Unit,BA,1,30.8,9,45.2,2.332
686971,Unit,BA,1,11.7,8.6,48.3,1.44
686983,Unit,BA,1,9.9,1.4,18.1,0.042
686987,Car,BA,20,24.3,22.8,56.9,7.5
686987,Unit,BA,1,18.8,2.8,30.4,0.342
686990,Unit,KO,1,57,57.7,60,24.602
686991,Unit,KO,1,49,55,55,25
686992,Unit,KO,1,59,56.5,51,22
686994,Unit,KO,1,52.5,48.3,39.6,12.432
687039,Unit,BA,1,18,1.4,10,0.048
687040,Unit,BA,1,18.1,1.5,10,0.05
687041,Unit,BA,1,18.5,1.5,10,0.048
687042,Unit,BA,1,9,2.8,17.5,0.318
687042,Car,BA,20,19.9,20,28.9,6.61
687045,Unit,BA,1,17.9,2.2,21.5,0.052
687100,Unit,BA,1,21.4,2.7,31.4,0.38
687115,Car,BA,5,27.3,22.6,51,9.486
687115,Unit,BA,1,19.3,9.7,25.2,1.784
687116,Unit,BA,1,13.6,1.8,17.3,0.088
687118,Unit,BA,1,19.2,1.7,13.7,0.094
687144,Car,BA,20,19.8,20,30.4,6.704
687144,Unit,BA,1,9,2.8,17.7,0.322
687148,Car,BA,10,11.8,14.8,24.1,0.532
687148,Unit,BA,1,10.2,2.3,12.9,0.048
687149,Unit,BA,1,10.2,2.8,12.8,0.048
687149,Car,BA,10,11.4,14.9,23.7,0.542
687156,Car,BA,5,27.2,22.4,53.4,9.398
687156,Unit,BA,1,19.5,9.7,25.2,1.774
687157,Car,BA,10,11.5,14.7,23.9,0.748
687157,Unit,BA,1,10.2,2.3,13.1,0.064
